id,unit,time,treat,treatq,treatd,valueFOC2,valueMOC2,valueTOC2,valuefratioOC2,valueFOC9,valueMOC9,valueTOC9,valuefratioOC9
5,Czech Republic,193,0,0,0,41.9,45.3,43.6,48.050457,39.9,41.6,40.7,48.957054
5,Czech Republic,194,0,0,0,41.9,44.9,43.4,48.271889,39.9,41.6,40.7,48.957054
5,Czech Republic,195,0,0,0,41.8,44.7,43.3,48.3237,39.9,41.7,40.7,48.89706
5,Czech Republic,196,0,0,0,41.7,44.5,43.1,48.37587,40,42,41,48.780487
5,Czech Republic,197,0,0,0,41.4,44.3,42.9,48.308052,40,41.6,40.8,49.019608
5,Czech Republic,198,0,0,0,41.3,44,42.7,48.417351,40.1,41.7,40.8,49.022003
5,Czech Republic,199,0,0,0,41.3,44,42.7,48.417351,40.1,41.6,40.8,49.082008
5,Czech Republic,200,0,0,0,41.2,44.1,42.8,48.300117,39.9,41.1,40.5,49.259258
5,Czech Republic,201,0,0,0,41.3,44.2,42.9,48.304092,39.9,40.9,40.3,49.381187
5,Czech Republic,202,0,0,0,41.4,44.3,43,48.308052,39.8,41,40.4,49.257427
5,Czech Republic,203,0,0,0,41.5,44,42.8,48.538013,39.8,40.6,40.1,49.502487
5,Czech Republic,204,0,0,0,41.1,43.7,42.4,48.46698,39.8,40.6,40.1,49.502487
5,Czech Republic,205,0,0,0,41,43.7,42.3,48.406139,39.8,40.8,40.2,49.379654
5,Czech Republic,206,0,0,0,40.8,43.4,42,48.456059,39.8,41,40.3,49.257427
5,Czech Republic,207,0,0,0,40.9,43.1,41.9,48.690475,39.7,41,40.2,49.19455
5,Czech Republic,208,0,0,0,40.8,43.1,41.9,48.629322,39.8,41.3,40.3,49.075214
5,Czech Republic,209,0,0,0,40.8,43.2,41.9,48.57143,39.8,41.4,40.4,49.014778
5,Czech Republic,210,0,0,0,40.7,43.2,41.8,48.510132,39.7,40.9,40.2,49.255585
5,Czech Republic,211,0,0,0,40.7,43.3,41.9,48.452381,39.9,40.6,40.2,49.565216
5,Czech Republic,212,0,0,0,40.7,43.2,41.9,48.510132,39.9,40.5,40.1,49.626865
5,Czech Republic,213,0,0,0,40.8,43,41.8,48.687351,39.9,40.5,40.1,49.626865
5,Czech Republic,214,0,0,0,40.8,43,41.8,48.687351,39.8,40.7,40.2,49.440994
5,Czech Republic,215,0,0,0,40.7,43,41.8,48.626045,39.7,40.7,40.2,49.378109
5,Czech Republic,216,0,0,0,40.7,43,41.8,48.626045,39.6,40.5,40,49.438202
5,Czech Republic,217,0,0,0,40.7,42.9,41.7,48.684212,39.7,40.6,40.1,49.439602
5,Czech Republic,218,0,0,0,40.6,42.9,41.7,48.622753,39.8,40.8,40.2,49.379654
5,Czech Republic,219,0,0,0,40.5,42.9,41.6,48.56115,39.8,40.6,40.1,49.502487
5,Czech Republic,220,0,0,0,40.5,43.1,41.7,48.444977,39.8,40.8,40.2,49.379654
5,Czech Republic,221,0,0,0,40.7,43,41.7,48.626045,39.9,40.6,40.2,49.565216
5,Czech Republic,222,0,0,0,40.7,43.1,41.8,48.56802,39.9,40.7,40.2,49.503723
5,Czech Republic,223,0,0,0,40.7,42.8,41.7,48.742516,39.8,40.6,40.1,49.502487
5,Czech Republic,224,0,0,0,40.7,42.6,41.6,48.859543,39.7,40.5,40,49.501247
5,Czech Republic,225,0,0,0,40.7,42.6,41.6,48.859543,39.7,40.6,40.1,49.439602
5,Czech Republic,226,0,0,0,40.7,42.6,41.6,48.859543,39.7,40.7,40.1,49.378109
5,Czech Republic,227,0,0,0,40.6,42.6,41.6,48.798077,39.7,40.7,40.1,49.378109
5,Czech Republic,228,0,0,0,40.6,42.5,41.5,48.8568,39.8,40.8,40.2,49.379654
5,Czech Republic,229,0,0,0,40.6,42.5,41.6,48.8568,39.9,40.8,40.2,49.442379
5,Czech Republic,230,0,0,0,40.6,42.3,41.4,48.974667,40,40.5,40.2,49.689442
5,Czech Republic,231,0,0,0,40.7,42.2,41.4,49.095295,39.9,40.4,40.1,49.688667
5,Czech Republic,232,0,0,0,40.8,42.7,41.7,48.862274,39.9,40.6,40.2,49.565216
5,Czech Republic,233,0,0,0,40.8,42.8,41.7,48.803829,39.9,40.6,40.2,49.565216
5,Czech Republic,234,0,0,0,40.7,42.7,41.6,48.800961,39.8,40.6,40.2,49.502487
5,Czech Republic,235,0,0,0,40.6,42.6,41.6,48.798077,39.7,40.4,40,49.563046
5,Czech Republic,236,0,0,0,40.4,42.7,41.5,48.616127,39.7,40.4,40,49.563046
5,Czech Republic,237,0,0,0,40.3,42.4,41.3,48.73035,39.8,40.6,40.1,49.502487
5,Czech Republic,238,0,0,0,40.2,42.3,41.3,48.727272,39.8,40.7,40.2,49.440994
6,Denmark,172,0,0,0,38.7,41,40.1,48.557091,36.2,38.2,37.6,48.655914
6,Denmark,173,0,0,0,39.3,41.1,40.4,48.880596,36.5,38,37.5,48.99329
6,Denmark,174,0,0,0,39.7,41.4,40.8,48.951912,36.5,38.2,37.6,48.862114
6,Denmark,175,0,0,0,38.9,41.8,40.8,48.20322,36.7,37.8,37.4,49.261745
6,Denmark,176,0,0,0,39.5,41.3,40.6,48.886139,36.1,37.8,37.3,48.849796
6,Denmark,177,0,0,0,39.3,41.7,40.7,48.51852,36.1,37.7,37.2,48.915989
6,Denmark,178,0,0,0,39.4,41.3,40.5,48.8228,37.1,38,37.7,49.400799
6,Denmark,179,0,0,0,38.8,41.7,40.5,48.198757,36.2,38.1,37.5,48.721401
6,Denmark,180,0,0,0,38.5,41.2,40.1,48.306149,35.8,38.1,37.3,48.443844
6,Denmark,181,0,0,0,39.6,41.6,40.8,48.768475,36.7,38.2,37.7,48.998665
6,Denmark,182,0,0,0,39.2,40.9,40.2,48.938828,37,38.4,37.9,49.071617
6,Denmark,183,0,0,0,38.6,41.8,40.5,48.009949,36.7,38.5,37.9,48.803192
6,Denmark,184,0,0,0,39,41.5,40.5,48.447205,36.6,38.1,37.6,48.995983
6,Denmark,185,0,0,0,39.1,42.1,40.9,48.15271,36.9,38.9,38.2,48.68074
6,Denmark,186,0,0,0,39.2,41.3,40.5,48.695652,37.8,38.1,38,49.802372
6,Denmark,187,0,0,0,39.2,40.7,40.1,49.061325,36.5,38.4,37.8,48.731644
6,Denmark,188,0,0,0,37.9,39,38.6,49.284786,36.3,37.4,37,49.253731
6,Denmark,189,0,0,0,37.5,38.9,38.3,49.083771,36.5,37.4,37.1,49.391068
6,Denmark,190,0,0,0,37.7,39,38.5,49.152542,36.7,37.7,37.3,49.327957
6,Denmark,191,0,0,0,37.8,39.2,38.6,49.090908,37.1,37.4,37.3,49.798656
6,Denmark,192,0,0,0,37.6,39.1,38.5,49.022163,36.5,37.6,37.2,49.257759
6,Denmark,193,0,0,0,37.6,39.5,38.7,48.767834,36.3,37.6,37.2,49.120434
6,Denmark,194,0,0,0,37.9,38.7,38.4,49.477806,36.5,37.6,37.2,49.257759
6,Denmark,195,0,0,0,37.5,39.2,38.5,48.891785,36.9,37.3,37.2,49.730457
6,Denmark,196,0,0,0,37.5,39.2,38.5,48.891785,36.4,37.1,36.9,49.523811
6,Denmark,197,0,0,0,37.6,38.8,38.2,49.214661,36.4,37.2,36.9,49.45652
6,Denmark,198,0,0,0,37.5,38.8,38.2,49.148098,36.6,37.4,37.1,49.459461
6,Denmark,199,0,0,0,37.6,38.6,38.2,49.343834,36.6,37.1,36.9,49.660786
6,Denmark,200,0,0,0,37.7,39.1,38.6,49.088543,36.3,37.6,37.2,49.120434
6,Denmark,201,0,0,0,37.7,38.7,38.3,49.345551,36.6,37.5,37.2,49.392712
6,Denmark,202,0,0,0,37.5,38.9,38.3,49.083771,36.7,37.7,37.4,49.327957
6,Denmark,203,0,0,0,37.6,38.4,38.1,49.473682,36.3,37.3,37,49.320652
6,Denmark,204,0,0,0,37.4,39.1,38.3,48.888889,36.4,37.9,37.3,48.990578
6,Denmark,205,0,0,0,37.5,38.9,38.2,49.083771,36.5,37.9,37.4,49.059139
6,Denmark,206,0,0,0,37.3,39,38.1,48.885975,36.8,37.7,37.4,49.395973
6,Denmark,207,0,0,0,37.3,39.3,38.3,48.694515,36.1,37.2,36.8,49.24966
6,Denmark,208,0,0,0,37.3,38.8,38.1,49.014454,36.5,37.4,37.1,49.391068
6,Denmark,209,0,0,0,37.4,39.3,38.4,48.76141,36.5,37.7,37.2,49.191376
6,Denmark,210,0,0,0,37.1,39.3,38.2,48.560211,36.8,37.7,37.4,49.395973
6,Denmark,211,1,0,1,37.1,39,38,48.751644,36.3,37.4,37,49.253731
6,Denmark,212,1,0,1,37.2,38.8,38.1,48.947369,36.1,37.9,37.2,48.783783
6,Denmark,213,1,0,1,37.2,38.8,38,48.947369,37,37.9,37.5,49.3992
6,Denmark,214,1,0,1,37.2,38.9,38,48.883049,36.2,37.5,37,49.118046
6,Denmark,215,1,0,1,37.5,39,38.2,49.019608,36.8,38.5,37.9,48.871181
6,Denmark,216,1,0,1,37.5,39,38.3,49.019608,36.7,38.2,37.6,48.998665
6,Denmark,217,1,0,1,37.4,38.7,38.1,49.145863,36.6,37.8,37.4,49.19355
6,Denmark,218,1,0,1,37.4,38.9,38.1,49.017036,37.3,37.9,37.7,49.601063
6,Denmark,219,1,0,1,37.3,38.9,38.1,48.95013,36.9,38,37.6,49.265686
6,Denmark,220,1,0,1,37.4,39,38.2,48.952881,36.8,38.9,38.1,48.612946
6,Denmark,221,1,0,1,37.6,39.2,38.3,48.958332,37.6,38.2,38,49.604221
6,Denmark,222,1,0,1,37.3,39.1,38.2,48.821991,37.8,38.3,38.1,49.671486
6,Denmark,223,1,0,1,37.3,39,38.1,48.885975,36.8,38.7,38,48.741722
6,Denmark,224,1,0,1,37.5,38.6,38.1,49.277267,36.7,37.2,37,49.661705
6,Denmark,225,1,0,1,37.4,39,38.2,48.952881,36.7,38.4,37.8,48.868176
6,Denmark,226,1,0,1,37.5,38.7,38.1,49.212597,37.1,38.6,38.1,49.009247
6,Denmark,227,1,0,1,37.8,38.6,38.2,49.47644,36.2,38.4,37.6,48.525471
6,Denmark,228,1,0,1,37.6,38.6,38.1,49.343834,36.4,37.9,37.4,48.990578
6,Denmark,229,1,0,1,37.2,38.8,38,48.947369,35.7,37.6,37,48.703957
6,Denmark,230,1,0,1,37.5,38.8,38.1,49.148098,36.1,38.2,37.5,48.586811
6,Denmark,231,1,0,1,37.4,38.4,37.9,49.34037,36.8,37.9,37.6,49.263721
6,Denmark,232,1,0,1,37.2,38.2,37.7,49.336868,36.6,37.8,37.4,49.19355
6,Denmark,233,1,0,1,37.4,38.5,37.9,49.275364,36.4,37.7,37.2,49.122807
6,Denmark,234,1,0,1,37.4,38.4,37.9,49.34037,36.1,37.9,37.3,48.783783
6,Denmark,235,1,0,1,37.6,38.6,38.1,49.343834,36.3,37.3,37,49.320652
6,Denmark,236,1,0,1,37.3,38.4,37.8,49.273449,36,38,37.3,48.648647
6,Denmark,237,1,0,1,37.1,38.1,37.6,49.335106,36.1,37.5,37,49.048912
6,Denmark,238,1,0,1,37.2,38.4,37.7,49.206348,36.2,37.9,37.3,48.852901
7,Estonia,172,0,0,0,37.8,39.6,38.4,48.837208,40.8,42.3,41.5,49.097473
7,Estonia,173,0,0,0,38.1,38.9,38.4,49.480518,41.2,41.6,41.4,49.758453
7,Estonia,174,0,0,0,37.9,41,39.1,48.035488,40.4,42.8,41.5,48.557693
7,Estonia,175,0,0,0,38.9,39.5,39.1,49.617348,40.6,41.9,41.1,49.21212
7,Estonia,176,0,0,0,38.5,38.1,38.3,50.261097,40.4,41.8,41,49.148418
7,Estonia,177,0,0,0,38.7,42.3,39.8,47.777779,40.4,42.2,41.2,48.910412
7,Estonia,178,0,0,0,38.1,41.6,39.3,47.804268,40.4,42.1,41,48.969696
7,Estonia,179,0,0,0,38.5,40.7,39.3,48.611111,40.3,42,41,48.967194
7,Estonia,180,0,0,0,39.7,41.3,40.3,49.012344,40.5,42.4,41.2,48.854042
7,Estonia,181,0,0,0,38.4,40.5,39,48.669201,41,44.7,42.5,47.841309
7,Estonia,182,0,0,0,38.8,40.9,39.5,48.68256,40.8,42.4,41.4,49.03846
7,Estonia,183,0,0,0,39,41.7,39.8,48.327137,40.5,41.5,40.9,49.390244
7,Estonia,184,0,0,0,38.2,40.5,38.9,48.538754,40.6,42.6,41.5,48.798077
7,Estonia,185,0,0,0,40.2,41.2,40.5,49.38575,40.6,44.3,42.1,47.820965
7,Estonia,186,0,0,0,39.4,40.8,39.9,49.127182,40.5,42.4,41.4,48.854042
7,Estonia,187,0,0,0,39,43.3,40.4,47.387608,40.5,41,40.8,49.693253
7,Estonia,188,0,0,0,38.9,42,39.9,48.084053,40.3,41.3,40.7,49.387257
7,Estonia,189,0,0,0,39.1,41,39.7,48.813984,40.3,42.4,41.2,48.73035
7,Estonia,190,0,0,0,39.8,40.4,40,49.625935,40.4,42,41.1,49.029125
7,Estonia,191,0,0,0,39.3,41.7,40,48.51852,40.6,41.2,40.9,49.633251
7,Estonia,192,0,0,0,38.8,41.2,39.5,48.5,40.2,40.6,40.4,49.752476
7,Estonia,193,0,0,0,39,40.3,39.4,49.180328,40.1,41.9,40.8,48.902439
7,Estonia,194,0,0,0,39.4,41,39.9,49.004974,40.1,41.8,40.8,48.962151
7,Estonia,195,0,0,0,39,40.1,39.4,49.304676,40.6,42.3,41.3,48.974667
7,Estonia,196,0,0,0,39.4,39.9,39.5,49.684742,40.3,42.2,41.1,48.848484
7,Estonia,197,0,0,0,39.8,40.3,39.9,49.687889,40.4,40.6,40.5,49.876545
7,Estonia,198,0,0,0,38.4,40.5,39.2,48.669201,40.8,41.1,40.9,49.816849
7,Estonia,199,0,0,0,38.5,41.5,39.6,48.125,40,40.8,40.3,49.504951
7,Estonia,200,0,0,0,39.6,40.6,39.9,49.37656,40.1,41.7,40.8,49.022003
7,Estonia,201,0,0,0,39.3,40.4,39.6,49.309914,40.4,40.9,40.7,49.692497
7,Estonia,202,0,0,0,39.3,40.1,39.6,49.496223,40.4,41,40.7,49.631451
7,Estonia,203,0,0,0,39.6,40.1,39.8,49.686325,40,41.3,40.5,49.200493
7,Estonia,204,0,0,0,39.4,40.3,39.7,49.435383,40.6,41.2,40.8,49.633251
7,Estonia,205,0,0,0,38.9,40.2,39.3,49.178257,40.5,40.9,40.7,49.754299
7,Estonia,206,0,0,0,39.7,40.8,40.1,49.316769,40,41.1,40.5,49.321823
7,Estonia,207,0,0,0,39.8,41,40.2,49.257427,40.1,40.3,40.2,49.875622
7,Estonia,208,0,0,0,39.4,40.3,39.7,49.435383,40.5,40.7,40.6,49.876846
7,Estonia,209,0,0,0,39.7,40.6,40,49.439602,40.5,41,40.7,49.693253
7,Estonia,210,0,0,0,39.3,41,39.9,48.941471,39.9,41.1,40.4,49.259258
7,Estonia,211,0,0,0,40,40.7,40.2,49.566296,40.3,40.5,40.4,49.876236
7,Estonia,212,0,0,0,40.8,40.2,40.6,50.370369,40.4,40.4,40.4,50
7,Estonia,213,0,0,0,39.8,40.8,40.1,49.379654,40.6,40.7,40.6,49.938499
7,Estonia,214,0,0,0,39.2,40.7,39.7,49.061325,40.6,41,40.8,49.754902
7,Estonia,215,0,0,0,40.1,40.1,40.1,50,40.5,41.1,40.8,49.632355
7,Estonia,216,0,0,0,40.5,41,40.7,49.693253,40.8,42,41.4,49.275364
7,Estonia,217,0,0,0,40,40.8,40.3,49.504951,40.4,40.9,40.6,49.692497
7,Estonia,218,0,0,0,39.4,40.5,39.8,49.311638,40.4,40.6,40.5,49.876545
7,Estonia,219,0,0,0,39.3,41.4,40,48.698883,40,40.8,40.4,49.504951
7,Estonia,220,0,0,0,39.8,40.9,40.2,49.318462,40.3,40.6,40.4,49.814587
7,Estonia,221,0,0,0,39.7,40.3,39.9,49.625,40.6,40.9,40.8,49.815952
7,Estonia,222,0,0,0,39,40.7,39.5,48.933502,40.2,40.2,40.2,50
7,Estonia,223,0,0,0,39.3,40.8,39.8,49.063671,40.4,40.4,40.4,50
7,Estonia,224,0,0,0,38.8,40.6,39.5,48.866497,39.1,41,39.9,48.813984
7,Estonia,225,0,0,0,39.3,40.4,39.8,49.309914,38.6,40,39.2,49.109413
7,Estonia,226,0,0,0,39.2,39.8,39.4,49.620255,40,40.7,40.3,49.566296
7,Estonia,227,0,0,0,39.1,40.4,39.5,49.182388,39.5,40.3,39.8,49.498745
7,Estonia,228,0,0,0,39,40.8,39.7,48.872181,40.1,40.5,40.3,49.751862
7,Estonia,229,0,0,0,39.4,40.5,39.8,49.311638,39.6,40,39.8,49.748745
7,Estonia,230,0,0,0,39,40.3,39.5,49.180328,39.5,39.9,39.7,49.748112
7,Estonia,231,0,0,0,39,40,39.3,49.367088,39.5,39.6,39.6,49.93679
7,Estonia,232,0,0,0,39.6,40.5,39.9,49.438202,39,39.7,39.3,49.555275
7,Estonia,233,0,0,0,39.2,40,39.5,49.494949,39.7,40.3,40,49.625
7,Estonia,234,0,0,0,39.1,40.2,39.5,49.306431,39.6,40.2,39.9,49.624062
7,Estonia,235,0,0,0,39,41.1,39.8,48.68914,40.2,40.5,40.3,49.814125
7,Estonia,236,0,0,0,39.2,41,39.8,48.877804,39.4,41,40.1,49.004974
7,Estonia,237,0,0,0,39.6,40.6,39.9,49.37656,39.4,40.5,39.9,49.311638
7,Estonia,238,0,0,0,39.3,40.2,39.7,49.433964,39.5,40.6,40,49.313358
8,France,172,0,0,0,37.5,43.1,40.9,46.526054,37.3,36.9,37.1,50.269543
8,France,173,0,0,0,37.6,43.3,41,46.477131,37.4,36.8,37.1,50.404312
8,France,174,0,0,0,37.6,43.4,41.2,46.419754,37.2,37,37.1,50.134769
8,France,175,0,0,0,37.6,43.6,41.3,46.30542,37.2,36.8,37,50.270271
8,France,176,0,0,0,37.5,43.5,41.2,46.296295,37.1,37,37.1,50.067478
8,France,177,0,0,0,37.2,43.8,41.2,45.925926,37.5,37.1,37.3,50.268097
8,France,178,0,0,0,37.4,44.1,41.5,45.889572,37.3,37.1,37.2,50.134407
8,France,179,0,0,0,37.7,44.2,41.7,46.031746,37.6,36.9,37.2,50.469799
8,France,180,0,0,0,37.9,44.2,41.7,46.163216,37.3,37,37.1,50.201885
8,France,181,0,0,0,37.7,43.9,41.4,46.200981,37.2,37.2,37.2,50
8,France,182,0,0,0,37.9,44,41.6,46.275948,37.5,37.3,37.4,50.13369
8,France,183,0,0,0,38.1,43.9,41.6,46.463413,38,37.1,37.6,50.599201
8,France,184,0,0,0,38.3,43.7,41.6,46.707317,37.9,37,37.4,50.6008
8,France,185,0,0,0,38.4,44,41.7,46.60194,38,37,37.5,50.666668
8,France,186,0,0,0,38.3,44.4,42,46.31197,38.2,37,37.5,50.797871
8,France,187,0,0,0,38.7,44,41.9,46.795647,38.3,37.1,37.7,50.795757
8,France,188,0,0,0,39.1,44.1,42.2,46.995193,38.5,36.9,37.7,51.061008
8,France,189,0,0,0,39.2,44.3,42.3,46.946106,38.2,37.1,37.6,50.730412
8,France,190,0,0,0,39.1,44.3,42.3,46.882496,38.6,37.2,37.8,50.923481
8,France,191,0,0,0,39.1,44,42.1,47.051746,38.8,37.1,37.9,51.119896
8,France,192,0,0,0,39.2,43.8,41.9,47.228916,38.7,37.3,38,50.921051
8,France,193,0,0,0,39.4,44.1,42.2,47.185627,38.8,37.5,38.1,50.851902
8,France,194,0,0,0,39.6,43.9,42.2,47.425148,38.2,37.9,38,50.197109
8,France,195,0,0,0,39.6,44.3,42.4,47.199047,38.3,37.9,38.1,50.262466
8,France,196,0,0,0,39.8,44.3,42.4,47.324612,38.9,37.8,38.3,50.717079
8,France,197,0,0,0,39.8,44.6,42.6,47.156399,38.9,37.6,38.2,50.849674
8,France,198,0,0,0,40.2,44.8,42.9,47.294117,39,37.7,38.3,50.847458
8,France,199,0,0,0,40.1,44.7,42.9,47.287735,38.6,37.5,38,50.722733
8,France,200,0,0,0,40,44.4,42.6,47.393364,38.9,37.4,38.2,50.982964
8,France,201,0,0,0,39.9,44.5,42.7,47.274883,39.1,37.6,38.3,50.977837
8,France,202,0,0,0,40.4,44,42.6,47.867298,39.1,37.6,38.3,50.977837
8,France,203,0,0,0,40.6,44.2,42.8,47.877357,38.7,37.5,38.1,50.787403
8,France,204,1,1,0,40.4,44.1,42.5,47.81065,38.4,37.2,37.7,50.793652
8,France,205,1,1,0,40.5,44.1,42.5,47.872341,38.7,37.1,37.8,51.055408
8,France,206,1,1,0,40.4,44.3,42.7,47.697758,38.2,37.1,37.6,50.730412
8,France,207,1,1,0,40.4,44.2,42.6,47.754139,38.3,37,37.5,50.863213
8,France,208,1,1,0,40.4,44.5,42.7,47.585396,38.4,37,37.6,50.928383
8,France,209,1,1,0,40.2,44.5,42.6,47.461628,38.4,37.1,37.6,50.860928
8,France,210,1,1,0,40,44.5,42.5,47.337276,38.2,37,37.5,50.797871
8,France,211,1,1,0,39.8,44.3,42.3,47.324612,38.5,36.9,37.5,51.061008
8,France,212,1,1,0,39.7,43.6,41.9,47.659065,38.3,37.1,37.6,50.795757
8,France,213,1,1,0,39.6,43.4,41.7,47.710842,37.9,37.3,37.6,50.398937
8,France,214,1,1,0,39.6,43.1,41.5,47.883919,37.5,37.4,37.5,50.066757
8,France,215,1,1,0,39.8,42.8,41.4,48.184021,37.8,37.4,37.6,50.265957
8,France,216,1,1,0,39.9,42.9,41.5,48.188404,37.6,37.4,37.5,50.133335
8,France,217,1,1,0,40,42.6,41.4,48.426151,37.1,37.4,37.2,49.798656
8,France,218,1,1,0,40,42.8,41.5,48.309177,37.4,37.5,37.5,49.933243
8,France,219,1,1,0,39.7,42.7,41.3,48.179611,37.5,37.1,37.3,50.268097
8,France,220,1,1,0,39.7,42.8,41.3,48.121212,37.6,37.2,37.4,50.26738
8,France,221,1,1,0,39.7,42.8,41.3,48.121212,37.7,37,37.3,50.46854
8,France,222,1,1,0,39.7,42.5,41.1,48.296837,37.8,37,37.4,50.53476
8,France,223,1,1,0,39.9,42.6,41.3,48.363636,37.6,37.2,37.4,50.26738
8,France,224,1,1,0,40,42.4,41.2,48.54369,37.4,37,37.2,50.268818
8,France,225,1,1,0,39.9,42.4,41.2,48.481167,37.7,37.2,37.5,50.333778
8,France,226,1,1,0,40.1,42.2,41.2,48.724178,37.5,37.2,37.3,50.200802
8,France,227,1,1,0,40.2,42.3,41.3,48.727272,37.7,37.1,37.4,50.40107
8,France,228,1,1,0,40.2,42.5,41.4,48.609432,37.6,37,37.3,50.402145
8,France,229,1,1,0,40.3,42.3,41.4,48.789345,37.9,37,37.4,50.6008
8,France,230,1,1,0,40,42.2,41.1,48.6618,37.9,37.2,37.5,50.466045
8,France,231,1,1,0,40,42.2,41.1,48.6618,38.4,36.9,37.6,50.996017
8,France,232,1,1,0,40.1,42.4,41.3,48.60606,37.6,36.9,37.2,50.469799
8,France,233,1,1,0,40,42.3,41.2,48.602673,37.7,37,37.3,50.46854
8,France,234,1,1,0,40,42.2,41.1,48.6618,37,37,37,50
8,France,235,1,1,0,40.3,42.2,41.3,48.848484,36.9,37.2,37.1,49.797569
8,France,236,1,1,0,40.2,42.3,41.3,48.727272,36.3,37,36.7,49.522511
8,France,237,1,1,0,40.2,42.3,41.3,48.727272,36.2,37,36.7,49.453552
8,France,238,1,1,0,40.1,42.2,41.2,48.724178,36.3,36.9,36.6,49.590164
9,Greece,172,0,0,0,34.3,39.3,37,46.60326,41.7,43.1,42.5,49.17453
9,Greece,173,0,0,0,34.4,39.1,36.8,46.802723,42.2,42.7,42.5,49.705536
9,Greece,174,0,0,0,34.3,39,36.8,46.793999,42.2,42.9,42.6,49.588718
9,Greece,175,0,0,0,34.4,39.2,37,46.739132,42,43,42.5,49.411766
9,Greece,176,0,0,0,34.3,38.7,36.7,46.986301,42.5,43.1,42.8,49.649532
9,Greece,177,0,0,0,34.5,38.7,36.8,47.131149,42.8,43.3,43,49.709641
9,Greece,178,0,0,0,34.9,39.1,37.1,47.162163,43.4,43.5,43.4,49.942463
9,Greece,179,0,0,0,34.7,38.9,36.9,47.14674,43.5,43.5,43.5,50
9,Greece,180,0,0,0,34.8,38.8,37,47.282608,43.6,43.6,43.6,50
9,Greece,181,0,0,0,34.8,38.7,36.9,47.346939,43.7,43.7,43.7,50
9,Greece,182,0,0,0,35,38.8,37,47.425476,44.1,43.3,43.7,50.457664
9,Greece,183,0,0,0,34.9,38.9,37,47.289974,43.9,43,43.4,50.517838
9,Greece,184,0,0,0,34.5,38.8,36.8,47.066849,43.1,43.2,43.2,49.942062
9,Greece,185,0,0,0,34.4,38.9,36.8,46.930424,43.4,43.2,43.3,50.115475
9,Greece,186,0,0,0,34.5,38.8,36.8,47.066849,43.5,43.2,43.4,50.173012
9,Greece,187,0,0,0,34.2,38.7,36.6,46.913582,43.1,43.2,43.2,49.942062
9,Greece,188,0,0,0,34,38.4,36.3,46.961327,42.6,43.4,43,49.534885
9,Greece,189,0,0,0,33.9,38.4,36.3,46.887966,42.7,43,42.8,49.82497
9,Greece,190,0,0,0,34.2,38.7,36.6,46.913582,42.7,43.1,42.9,49.766899
9,Greece,191,0,0,0,34,38.4,36.3,46.961327,42.6,43.4,43,49.534885
9,Greece,192,0,0,0,34.2,38.7,36.5,46.913582,42.5,43.5,43,49.418606
9,Greece,193,0,0,0,34,38.5,36.3,46.896553,42.6,43.3,43,49.592548
9,Greece,194,0,0,0,34.1,38.8,36.6,46.776405,42.7,43.6,43.2,49.478561
9,Greece,195,0,0,0,34.2,38.8,36.6,46.849316,42.6,43.7,43.2,49.36269
9,Greece,196,0,0,0,34.1,38.8,36.5,46.776405,42.8,43.6,43.2,49.537037
9,Greece,197,0,0,0,34,38.5,36.3,46.896553,42.7,43.9,43.3,49.307159
9,Greece,198,0,0,0,33.9,38.1,36.1,47.083332,43,43.8,43.4,49.539169
9,Greece,199,0,0,0,33.9,38.3,36.1,46.952908,42.8,43.9,43.4,49.365627
9,Greece,200,0,0,0,33.9,38.6,36.3,46.758621,43.1,44,43.6,49.483353
9,Greece,201,0,0,0,33.8,38.3,36.1,46.879333,43.6,44,43.8,49.77169
9,Greece,202,0,0,0,34.1,38.3,36.2,47.099449,44,44.2,44.1,49.88662
9,Greece,203,0,0,0,34,38.5,36.2,46.896553,43.7,43.9,43.8,49.885845
9,Greece,204,0,0,0,34.7,39.2,36.9,46.955345,44.1,43.3,43.8,50.457664
9,Greece,205,0,0,0,34.7,39.1,36.8,47.01897,44.1,43,43.6,50.631458
9,Greece,206,0,0,0,35.2,39.3,37.3,47.248322,43.7,42.9,43.4,50.461895
9,Greece,207,0,0,0,35.4,39.4,37.4,47.326202,43.4,43,43.2,50.23148
9,Greece,208,0,0,0,35.5,39.5,37.5,47.333332,42.6,42.9,42.8,49.824562
9,Greece,209,0,0,0,35.9,39.9,37.9,47.361477,42.4,43.3,42.8,49.474911
9,Greece,210,0,0,0,35.9,40.1,38,47.236843,42.4,43.2,42.8,49.532711
9,Greece,211,0,0,0,36.1,39.9,38,47.5,42,43.5,42.7,49.122807
9,Greece,212,0,0,0,36.1,40.1,38.1,47.375328,41.7,43.2,42.4,49.116608
9,Greece,213,0,0,0,35.9,39.8,37.9,47.424042,42.1,43.2,42.7,49.355217
9,Greece,214,0,0,0,36,40.3,38.2,47.182175,42.6,42.8,42.7,49.882904
9,Greece,215,0,0,0,36.1,39.9,38,47.5,42.4,42.7,42.6,49.823738
9,Greece,216,0,0,0,36,39.7,37.9,47.556141,42.5,42.6,42.5,49.941246
9,Greece,217,0,0,0,35.9,39.7,37.8,47.486771,42.3,43,42.6,49.589684
9,Greece,218,0,0,0,36.1,40.1,38.1,47.375328,43.4,43.4,43.4,50
9,Greece,219,0,0,0,36.2,40.4,38.3,47.258484,42.9,43.2,43.1,49.825783
